PolicyID,PolicyType,Title,Description,EffectiveDate,LastUpdated
POL138,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-02-08,2021-01-23
POL139,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-05-22,2020-08-02
POL140,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-01-13,2020-09-25
POL141,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-10-28,2022-08-09
POL142,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-07-30,2022-01-01
POL143,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-02-12,2021-05-25
POL144,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-11-12,2021-11-02
POL145,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-03-31,2020-08-30
POL146,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-10-26,2021-02-05
POL147,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-01-07,2022-10-17
POL148,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-05-30,2021-08-08
POL149,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-03-20,2021-08-12
POL150,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-05-24,2020-07-14
POL151,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-07-31,2023-06-04
POL152,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-03-26,2021-05-14
POL153,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-06-07,2021-11-25
POL154,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-12-31,2022-02-18
POL155,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-08-06,2020-12-14
POL156,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-01-25,2020-09-02
POL157,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-04-22,2020-07-05
POL158,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-02-03,2021-01-19
POL159,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-09-13,2023-06-25
